Date and time of start of the trip,Coordinate of start of the trip,Coordinate of end of the trip,Length of the trip,Weather,Time in a day,Day of the week,Demand,Cost,start_lat,start_lon,end_lat,end_lon
2024-11-06 11:33:01,"(59.843328, 30.262173)","(59.860049, 30.287593)",2.3535687359573965,cloudy,morning,Monday,-0.0827130790960379,397.9334622719814,59.84332783995748,30.26217327748775,59.86004869089948,30.287592890393203
2024-11-16 18:19:57,"(60.008224, 30.392894)","(59.842492, 30.277501)",23.34120495574766,rain,evening,Thursday,-0.4069604308961606,1177.242256450395,60.00822425936017,30.39289439048084,59.842491953162025,30.27750106981019
2024-11-22 21:39:09,"(59.946505, 30.300191)","(59.938806, 30.322453)",1.5701954957431452,sunny,evening,Wednesday,-0.1499473786312684,341.7135147422257,59.94650476701984,30.300191472725373,59.938805953239765,30.32245308802005
2024-11-01 22:30:26,"(60.009661, 30.388646)","(60.013109, 30.385765)",0.5071634186796082,cloudy,evening,Wednesday,-0.1445223930827743,375.67189334696656,60.00966116721051,30.38864649033676,60.01310939255959,30.38576532403772
2024-11-25 11:54:05,"(59.806372, 30.247663)","(60.012143, 30.389503)",25.44683456614669,rain,morning,Saturday,-0.2043306420700711,1250.9258458581724,59.80637194360173,30.24766326898559,60.01214270621064,30.38950268572528
2024-11-01 06:22:18,"(59.943696, 30.304748)","(60.005854, 30.387551)",9.125099713819129,cloudy,morning,Wednesday,-0.0784886617572288,646.9629435655538,59.94369614513308,30.30474821350756,60.00585377610116,30.38755143712007
2024-11-31 15:17:06,"(59.796638, 30.255461)","(59.809536, 30.270079)",1.8596930628103097,cloudy,afternoon,Friday,-0.1181308595066431,361.5083819070081,59.79663787257539,30.25546129126341,59.809536016117406,30.270079422820853
2024-11-25 04:02:13,"(59.919922, 30.340172)","(59.936066, 30.308746)",2.5130584070529296,cloudy,night,Saturday,-0.1472601581349516,380.1978931926325,59.91992175294331,30.340171652984253,59.93606631295877,30.308745692161068
2024-11-21 05:15:09,"(59.922325, 30.367536)","(60.011097, 30.405593)",10.73025370626664,sunny,night,Tuesday,-0.0623599553727843,677.5656199346924,59.92232455119447,30.36753635637269,60.01109718796816,30.40559328433953
2024-11-13 07:22:23,"(59.799187, 30.275111)","(59.969624, 30.319934)",21.81474459093914,sunny,morning,Monday,-0.0783654086033888,1067.859356112293,59.79918743587105,30.27511073372851,59.96962381988213,30.319933653165474
2024-11-24 22:39:55,"(59.790475, 30.266933)","(59.970205, 30.329289)",24.844238526921465,rain,evening,Friday,-0.7935543899663354,1378.2424210304328,59.79047451599068,30.2669325788108,59.97020542257222,30.32928893184409
2024-11-20 19:59:43,"(59.963773, 30.324997)","(59.967916, 30.329206)",0.5615648980760254,cloudy,evening,Monday,-0.1481963791190071,375.7851471931939,59.96377262623311,30.324997441313386,59.967916480967496,30.329205658665263
2024-11-02 06:27:29,"(59.979085, 30.308095)","(59.794766, 30.276542)",21.040954277953343,cloudy,morning,Thursday,-0.0735236051863642,1037.8532250689918,59.9790853974391,30.308094650451803,59.79476557091986,30.2765417217722
2024-11-04 17:24:41,"(59.843681, 30.266999)","(59.965021, 30.316132)",14.537315647346958,cloudy,afternoon,Saturday,-0.1021635432982203,819.4301017279886,59.84368144592583,30.266999138453805,59.96502073396223,30.31613178840844
2024-11-03 00:51:29,"(59.941833, 30.317422)","(59.806864, 30.273955)",18.87972233538273,sunny,night,Friday,-0.077777480646615,983.2475136920132,59.94183277946931,30.31742204101872,59.80686351208049,30.273955344349627
2024-11-10 11:01:05,"(59.948198, 30.302762)","(59.926383, 30.355319)",4.382317688424477,rain,morning,Friday,-0.0857885209462413,457.4763383565242,59.94819793482503,30.302761981540502,59.92638271047715,30.355319017948347
2024-11-12 12:28:36,"(59.957118, 30.295796)","(59.964539, 30.296599)",0.8721883479797833,cloudy,afternoon,Sunday,-0.1248197668491017,344.90001055268704,59.95711755451511,30.295796294936075,59.96453866775086,30.296598752917408
2024-11-01 11:45:05,"(59.855050, 30.250518)","(59.931316, 30.306241)",9.65666796687513,rain,morning,Wednesday,-0.0887288136519176,620.8131420212583,59.85505025895558,30.250518003791733,59.93131588584075,30.306241447859456
2024-11-06 03:39:10,"(59.979558, 30.310585)","(59.948647, 30.325221)",3.935535935401384,sunny,night,Monday,-0.0730182005611367,453.0435158836088,59.979557578161725,30.310585053121343,59.94864692394184,30.325221138994188
2024-11-17 03:56:26,"(59.926475, 30.295299)","(59.977587, 30.301741)",5.777646416295612,sunny,night,Friday,-0.0676426527016368,478.66974583277846,59.92647501163779,30.2952988272054,59.9775867881452,30.30174124619345
2024-11-26 04:24:29,"(59.943927, 30.324614)","(59.966703, 30.313371)",3.088849538565645,rain,night,Sunday,-0.7955421302035555,561.369076877932,59.943927402678185,30.32461357539406,59.96670267027559,30.31337095470779
2024-11-07 19:45:17,"(59.969570, 30.313069)","(60.015096, 30.370785)",5.997830384548156,sunny,evening,Tuesday,-0.1753209359128855,527.1212887113519,59.969570148765285,30.313068521430267,60.01509635748915,30.37078548635042
2024-11-13 21:22:46,"(59.943761, 30.329336)","(59.846299, 30.253021)",13.957859319288218,cloudy,evening,Monday,-0.2028686931449312,783.3641432896886,59.94376089250098,30.32933597203181,59.8462994240366,30.253021068639136
2024-11-27 11:24:46,"(60.015221, 30.376326)","(59.935830, 30.341018)",10.456137795603702,sunny,morning,Monday,-0.0718207356679213,669.3165069710797,60.01522053741875,30.3763257016868,59.935829622929255,30.341018328276
2024-11-14 06:09:11,"(59.919164, 30.361859)","(59.932747, 30.360312)",1.7307183502356411,cloudy,morning,Tuesday,-0.0865986024546389,393.2432095009013,59.9191644993621,30.36185887048351,59.93274657417252,30.360311636261656
2024-11-25 15:33:23,"(59.936868, 30.349045)","(59.795257, 30.252316)",18.93356348010361,snow,afternoon,Saturday,-0.2743410208281506,991.396026674445,59.93686778725737,30.349045362418217,59.795256864703646,30.25231575601391
2024-11-08 13:00:23,"(59.803505, 30.264380)","(59.796915, 30.247718)",1.3958938464743762,cloudy,afternoon,Wednesday,-0.0892864638990533,320.0,59.80350486758622,30.26437995060223,59.79691471909274,30.24771787613804
2024-11-07 04:31:45,"(59.851631, 30.267882)","(59.944208, 30.317833)",11.254750303179888,sunny,night,Tuesday,-0.0655676256665211,687.869208335215,59.851631180911895,30.26788228824488,59.9442077050431,30.31783344907569
2024-11-21 01:32:34,"(59.938759, 30.316363)","(59.980401, 30.311905)",5.302907508604126,sunny,night,Tuesday,-0.0640639460350186,510.2670356014031,59.93875912135952,30.316362565761583,59.98040099130173,30.311904955620967
2024-11-03 15:37:30,"(59.933718, 30.317455)","(60.008130, 30.373684)",9.584105432168055,cloudy,afternoon,Friday,-0.1108966614471364,636.5241793719156,59.93371806667417,30.317454725397248,60.0081297574563,30.373683747395265
2024-11-15 04:56:49,"(59.929254, 30.373398)","(59.800714, 30.242279)",17.56085909894736,rain,night,Wednesday,-0.0635226039812788,942.3516461942176,59.92925413225928,30.373398257352893,59.80071444254328,30.24227896986146
2024-11-21 02:09:20,"(59.972952, 30.310457)","(59.975531, 30.311080)",0.5,rain,night,Tuesday,-0.0833440991370095,320.0,59.97295169397593,30.31045658643292,59.97553099408547,30.311079955826155
2024-11-18 02:51:15,"(59.974311, 30.320862)","(59.789304, 30.237648)",22.17442172831192,cloudy,night,Saturday,-0.1524755659511665,1090.9219454584436,59.97431054513354,30.32086194996028,59.78930355293529,30.237648035081254
2024-11-12 03:48:12,"(59.937167, 30.324199)","(59.934940, 30.362352)",2.6339610342599182,sunny,night,Sunday,-0.1466697429032029,378.9887028793171,59.93716678185852,30.324199454914663,59.93493957885008,30.36235199063828
2024-11-08 03:24:07,"(59.797670, 30.249036)","(59.970960, 30.302755)",,sunny,night,Wednesday,-0.0545707686352798,1057.8378757957412,59.79766962506551,30.24903648779835,59.97096002407249,30.302754750363395
2024-11-20 21:16:47,"(59.798012, 30.262487)","(60.009195, 30.395400)",28.992482616975128,sunny,evening,Monday,-0.1394255309692688,1289.8503367299645,59.79801168525106,30.26248675516585,60.00919525198383,30.395400186913488
2024-11-16 15:47:41,"(59.929541, 30.361808)","(59.924285, 30.355386)",0.7616992005080515,sunny,afternoon,Thursday,-0.1197624085630092,371.10094674844834,59.92954141685424,30.36180777514196,59.92428542340481,30.35538601146493
2024-11-02 22:08:22,"(59.846975, 30.263908)","(59.967949, 30.319885)",16.44099324400935,rain,evening,Thursday,-0.395441020666944,1005.5872397147416,59.84697497528976,30.26390777390456,59.96794864598725,30.319885140771817
2024-11-13 15:07:58,"(60.000074, 30.401498)","(59.924255, 30.350012)",9.727616788272412,cloudy,afternoon,Monday,-0.079922215342532,616.0946267106216,60.00007417180337,30.40149807250452,59.924255441586375,30.35001153030424
2024-11-16 19:24:19,"(59.964515, 30.298461)","(59.933756, 30.375513)",5.918043692562969,rain,evening,Thursday,-0.4330810258994024,631.6399087213128,59.96451490935833,30.298461060321223,59.93375574421518,30.37551343437777
2024-11-19 17:58:38,"(59.952659, 30.302307)","(59.968228, 30.319670)",2.4159771654464337,snow,afternoon,Sunday,-0.2404077575660087,432.10002298710526,59.95265891690905,30.30230715950707,59.96822777540126,30.31966992771866
2024-11-20 06:47:01,"(59.973151, 30.310688)","(59.843958, 30.271268)",15.421364193081576,rain,morning,Monday,-0.0796695938322807,830.0594363287267,59.97315121946376,30.31068781721149,59.8439581727175,30.27126829809619
2024-11-21 00:05:13,"(59.961948, 30.322929)","(59.926853, 30.360563)",5.530361867110382,snow,night,Tuesday,-0.0793834824616873,475.6552926486647,59.96194842837129,30.322928806305253,59.92685345519161,30.36056322550687
2024-11-30 15:56:54,"(59.918072, 30.367046)","(59.996861, 30.384748)",10.83489551904408,cloudy,afternoon,Thursday,-0.098994363346467,678.6123619680197,59.918071948692905,30.367045884601787,59.99686059350655,30.38474777516412
2024-11-09 11:58:01,"(59.939475, 30.371957)","(59.861026, 30.275634)",12.766420352633324,rain,morning,Thursday,-0.0851511209348203,742.4979983386817,59.93947530365383,30.371957134818093,59.86102638011622,30.27563351331066
2024-11-01 00:05:34,"(59.860910, 30.263096)","(59.961170, 30.316351)",13.256788018941634,sunny,night,Wednesday,-0.0734199122278062,757.2464027850964,59.860910173426426,30.263096460710564,59.96117008802346,30.316350546897983
2024-11-04 21:33:53,"(59.856053, 30.269089)","(60.007088, 30.378955)",20.09685175877018,cloudy,evening,Saturday,-0.2313957518495232,1029.7798568237572,59.85605290854881,30.269088850724245,60.007088455161785,30.378954793448745
2024-11-20 00:39:26,"(59.799885, 30.265417)","(59.805152, 30.269892)",0.7597558942351282,sunny,night,Monday,-0.0603702219075036,323.79393837134177,59.79988477182803,30.26541704983383,59.805151976901215,30.269891898274444
2024-11-02 21:15:08,"(59.931037, 30.319387)","(59.789003, 30.258659)",19.44827451081815,snow,evening,Thursday,-0.4006110183641516,1071.631952153329,59.93103677179632,30.3193869119412,59.789002749115575,30.25865911556598
2024-11-04 16:29:17,"(59.930329, 30.345286)","(59.795783, 30.263577)",16.904080271911184,sunny,afternoon,Saturday,-0.129757595492369,882.5162985813471,59.9303291417896,30.34528598452052,59.79578340098872,30.263577089404247
2024-11-17 23:54:03,"(59.933638, 30.372898)","(59.937357, 30.314258)",3.840555132246255,sunny,evening,Friday,-0.1681434374128598,431.1114815498133,59.93363783521335,30.37289786316153,59.93735731091959,30.314257582050978
2024-11-31 23:54:35,"(59.963248, 30.309680)","(59.849311, 30.281954)",15.721579032248208,rain,evening,Friday,-0.7744252084157828,1067.4437638666532,59.96324823827525,30.30967973194865,59.84931105429605,30.28195367747044
2024-11-03 06:55:39,"(59.963961, 30.310643)","(59.998976, 30.376405)",6.303717810787946,sunny,morning,Friday,-0.0728272732000521,514.2946217018616,59.9639611603948,30.310643432600408,59.998976255865614,30.37640516272782
2024-11-08 18:20:20,"(59.809512, 30.266299)","(59.929930, 30.361517)",15.1583205973265,cloudy,evening,Wednesday,-0.1633041682560963,852.8090156251656,59.80951231169939,30.2662989458148,59.92993022340895,30.361517324631265
2024-11-01 02:01:25,"(59.966719, 30.307124)","(59.971158, 30.309848)",0.6093411803079775,cloudy,night,Wednesday,-0.0734043270250621,320.0,59.96671946098332,30.307124338007583,59.97115771420026,30.309847706737337
2024-11-06 23:09:27,"(59.937997, 30.303829)","(59.927803, 30.357131)",3.679519410001822,snow,evening,Monday,-0.3881308866790793,500.8658880725587,59.93799715949323,30.3038292024684,59.92780324272705,30.35713140266929
2024-11-11 08:43:44,"(59.969714, 30.295131)","(60.015389, 30.384230)",7.489755755305357,rain,morning,Saturday,-0.2370152495430718,599.6923294558778,59.96971367949176,30.295131233595864,60.0153890933192,30.384230141740662
2024-11-09 14:10:14,"(59.807135, 30.259230)","(59.930141, 30.365408)",15.582980816409018,snow,afternoon,Thursday,-0.1127297208924631,860.0459986804325,59.80713464740944,30.25923001969748,59.93014131069784,30.365408413416727
2024-11-06 00:17:19,"(59.923768, 30.369529)","(59.801892, 30.273940)",16.393434926774052,cloudy,night,Monday,-0.0606644082725947,830.3881142667694,59.92376840466072,30.36952945546524,59.80189184009152,30.273940094777046
2024-11-13 04:56:06,"(59.920276, 30.360871)","(59.924880, 30.362958)",0.6336198400710291,rain,night,Monday,-0.0669599892399556,320.0,59.92027610289709,30.360871104359404,59.92488014754127,30.36295825844828
2024-11-07 13:23:41,"(59.969770, 30.309713)","(59.847091, 30.261988)",16.92416257116254,sunny,afternoon,Tuesday,-0.112220409218571,922.5870846915273,59.969769823675655,30.309712665839548,59.847091138912006,30.26198839082744
2024-11-15 03:02:25,"(59.935833, 30.348895)","(59.968840, 30.313277)",4.192087903237586,sunny,night,Wednesday,-0.0755152570766747,425.6089785228101,59.93583309822956,30.34889500031187,59.96883975658507,30.313277203722333
2024-11-27 09:50:31,"(59.925407, 30.358037)","(59.804029, 30.272965)",15.446273135596403,rain,morning,Monday,-0.0828759276494418,800.4723295561979,59.92540728645466,30.35803721620432,59.80402942760984,30.272965365624778
2024-11-24 02:12:27,"(59.802565, 30.266765)","(59.803209, 30.263534)",0.5,rain,night,Friday,-0.0732305590295316,321.3028357054735,59.80256489127528,30.26676452737896,59.80320858172888,30.26353412444634
2024-11-19 06:32:27,"(59.968731, 30.313701)","(59.933216, 30.313012)",4.664183055871471,sunny,morning,Sunday,-0.0776009821131622,467.2238596236693,59.96873096385635,30.313701280377675,59.93321610045363,30.31301229427252
2024-11-05 00:09:42,"(59.940696, 30.305243)","(59.930319, 30.349291)",3.2730160784209748,snow,night,Sunday,-0.7916259003960006,579.10116184563,59.9406958607116,30.305243038547705,59.930319376265,30.34929128347872
2024-11-23 21:03:24,"(59.841545, 30.273710)","(59.928611, 30.364564)",13.233238343785588,rain,evening,Thursday,-0.3859179954549606,851.8366081598363,59.841544749144425,30.27371005671906,59.92861094153424,30.364563861782703
2024-11-02 02:29:19,"(60.002637, 30.387199)","(59.941835, 30.303965)",10.21361901269204,rain,night,Thursday,-0.0673457838556664,664.6103159624032,60.00263748974498,30.387199470619745,59.94183496650352,30.30396544450771
2024-11-12 19:33:01,"(59.933686, 30.368637)","(59.937243, 30.304673)",4.325723054726281,sunny,evening,Sunday,-0.1810092314324802,496.4712441355496,59.93368642236887,30.36863745136607,59.93724289163677,30.304672855379643
2024-11-25 08:03:21,"(59.964310, 30.311349)","(59.851682, 30.272058)",13.971133844702845,rain,morning,Saturday,-0.2177467730102284,816.4131697606314,59.96430950929896,30.31134910154856,59.85168152590736,30.27205833211206
2024-11-25 14:35:14,"(59.970237, 30.304741)","(59.936731, 30.366190)",6.1123416580714425,rain,afternoon,Saturday,-0.2667589171043674,553.9557195198458,59.97023670737056,30.304740884966893,59.93673113783893,30.3661901003306
2024-11-06 08:19:49,"(59.939110, 30.315632)","(59.843689, 30.257965)",13.058895166399845,cloudy,morning,Monday,-0.0871662467863959,759.9674165475145,59.939110381786,30.315631522557272,59.84368914146744,30.257964842282902
2024-11-01 00:21:03,"(59.925851, 30.369840)","(59.941570, 30.307220)",4.103022251655129,cloudy,night,Wednesday,-0.070032631744763,447.34136793210166,59.92585116692185,30.369839963416005,59.94157040549743,30.307219733155293
2024-11-04 08:55:43,"(59.962271, 30.310975)","(59.927950, 30.361823)",5.493964579759914,rain,morning,Saturday,-0.1879965566337147,496.9064013268322,59.96227052071392,30.31097507353426,59.92795002253917,30.36182321447264
2024-11-19 21:52:13,"(60.013890, 30.389103)","(59.805807, 30.263843)",25.754816326613263,rain,evening,Sunday,-0.9731279813874334,1403.8147313079755,60.01388968465824,30.38910282897868,59.80580703179636,30.26384310612067
2024-11-27 04:29:59,"(59.938699, 30.303565)","(59.788739, 30.277499)",19.868990236583343,sunny,night,Monday,-0.0699744161007599,997.1995132405144,59.93869907383792,30.303565382555423,59.78873890714975,30.277498600235536
2024-11-12 10:40:54,"(59.796274, 30.258381)","(59.917483, 30.362589)",15.534838466734142,sunny,morning,Sunday,-0.0810186115219668,858.8551777315471,59.79627406296443,30.25838052054497,59.91748312392885,30.36258916044933
2024-11-04 11:25:22,"(59.962527, 30.289488)","(59.809631, 30.262215)",17.848554920992434,sunny,morning,Saturday,-0.0914298038022864,947.994547428866,59.962526987329056,30.289487714970083,59.80963145739814,30.262215122401035
2024-11-29 08:20:25,"(59.858098, 30.275360)","(60.000499, 30.391035)",17.12974742384816,cloudy,morning,Wednesday,-0.0775052419201656,885.6413135028247,59.85809758684715,30.275359767880964,60.00049941132403,30.39103485559612
2024-11-17 01:27:00,"(59.797860, 30.277411)","(59.849623, 30.266277)",6.486939862482187,cloudy,night,Friday,-0.0830178669356217,529.476282370999,59.79786037743804,30.27741130663588,59.849623491561616,30.266276709947192
2024-11-02 17:54:53,"(59.802410, 30.244516)","(59.929416, 30.318662)",18.393079519175835,cloudy,afternoon,Thursday,-0.105968281808899,933.0968665056588,59.80240977508333,30.24451646174262,59.92941604063097,30.31866248587607
2024-11-25 23:58:22,"(59.949123, 30.307724)","(59.843077, 30.272978)",12.173937987580954,sunny,evening,Saturday,-0.1775748746838946,797.0018982696188,59.949123029029,30.30772403453853,59.84307699939199,30.272978360672123
2024-11-12 15:32:34,"(60.003594, 30.396307)","(59.804502, 30.269203)",23.65982218572594,rain,afternoon,Sunday,-0.2252543310194265,1123.184534303748,60.00359435594714,30.396307247250974,59.80450152169962,30.26920319147055
2024-11-10 23:31:35,"(59.925342, 30.356273)","(59.936130, 30.358742)",1.4529549839073013,sunny,evening,Friday,-0.2037823278773189,393.8122036608031,59.92534231937868,30.35627257064068,59.93613033938356,30.358742442124186
2024-11-16 11:28:41,"(59.942287, 30.312232)","(59.921485, 30.370754)",4.929022442423701,sunny,morning,Thursday,-0.0833443698556079,453.41358405107326,59.94228682662771,30.3122320625,59.92148531791928,30.37075389729027
2024-11-02 00:34:23,"(60.004841, 30.378997)","(60.010836, 30.387862)",0.9063896998216404,cloudy,night,Thursday,-0.0773634706914192,342.4012599115059,60.00484143773304,30.378996896873826,60.01083607617027,30.38786231393037
2024-11-15 08:28:18,"(60.005923, 30.391871)","(59.928320, 30.321143)",10.576378296285412,snow,morning,Wednesday,-0.1534877338857058,688.8849718362882,60.00592301403069,30.3918707593192,59.92831961553225,30.32114335099141
2024-11-21 02:37:54,"(60.000805, 30.399258)","(59.852553, 30.265677)",20.373588634736347,cloudy,night,Tuesday,-0.0676639653530385,1025.9143486504854,60.00080523948179,30.39925791942359,59.85255324724946,30.26567741066376
2024-11-30 21:15:51,"(59.935688, 30.378146)","(59.798449, 30.256694)",19.24902380524623,rain,evening,Thursday,-0.4148619878735403,1077.7132052112493,59.935688439939554,30.37814647776547,59.79844890456276,30.256694483248275
2024-11-20 00:38:36,"(59.936052, 30.301446)","(59.921183, 30.369294)",5.07370154682228,cloudy,night,Monday,-0.0577447397436345,492.281282430205,59.93605162328163,30.30144645755978,59.92118266673997,30.369294356143588
2024-11-23 06:46:58,"(60.012266, 30.383181)","(59.843100, 30.268567)",19.92449827053793,snow,morning,Thursday,-0.1365359796972627,1017.7351935600992,60.0122662376868,30.38318081947889,59.84309975044407,30.268567034173124
2024-11-30 03:35:45,"(59.934228, 30.303417)","(59.933707, 30.368562)",3.7145230912396943,rain,night,Thursday,-0.0803844053573291,453.4238682456671,59.93422757189664,30.303417217970782,59.933706685248126,30.368561639967464
2024-11-15 18:55:22,"(59.804502, 30.263748)","(59.967854, 30.315558)",20.271063209415512,rain,evening,Wednesday,-0.3933506911971855,1069.9822388735715,59.80450226853928,30.26374836773436,59.96785416311586,30.31555848416392
2024-11-16 05:28:03,"(60.002899, 30.382284)","(59.804102, 30.255550)",27.51632728062944,cloudy,night,Thursday,-0.056536335622271,1265.4767524971903,60.00289861713464,30.38228359013846,59.80410212239579,30.255550209713384
2024-11-25 20:05:53,"(59.789106, 30.281190)","(59.797725, 30.255380)",2.141062648891877,cloudy,evening,Saturday,-0.173766836436443,,59.789106173869946,30.281190156858408,59.79772512407761,30.25537988318307
2024-11-10 02:42:33,"(59.847702, 30.263475)","(59.843812, 30.259285)",0.5711254316844031,snow,night,Friday,-0.0769842954476632,320.0,59.84770216924428,30.263474753761628,59.84381239221326,30.25928527263431
2024-11-16 04:03:05,"(59.853165, 30.274647)","(59.951446, 30.362193)",14.733991365807228,sunny,night,Thursday,-0.0671771422461934,803.2223584473962,59.85316544126352,30.27464742228156,59.95144574731113,30.362193095368298
2024-11-20 19:53:24,"(59.933026, 30.308631)","(59.928975, 30.282557)",1.5432502039022868,rain,evening,Monday,-0.362298601066859,430.900197660028,59.933026016452224,30.308630988082204,59.92897542950715,30.28255737275248
2024-11-27 01:11:38,"(60.005607, 30.372921)","(59.933490, 30.352469)",8.918006844596421,rain,night,Monday,-0.076678442390461,580.5487550511234,60.00560730065011,30.372920535003733,59.93348953781038,30.352468592466643
2024-11-24 12:17:46,"(59.856946, 30.259267)","(59.942517, 30.312977)",11.557419906344537,cloudy,afternoon,Friday,-0.1000766399275934,686.3559661296532,59.85694606600539,30.25926694604883,59.94251653923855,30.312976626489043
2024-11-26 11:50:48,"(59.934174, 30.345423)","(59.794181, 30.260243)",19.584013113351403,cloudy,morning,Sunday,-0.0715858074283799,962.7731741077037,59.93417402611662,30.345423328200365,59.79418147117679,30.26024335628165
2024-11-23 00:53:11,"(59.970365, 30.294755)","(59.850479, 30.271937)",13.663527351633276,rain,night,Thursday,-0.0816743333604033,786.252692485532,59.97036451668667,30.294754613773986,59.85047867475358,30.27193663892137
2024-11-03 02:40:32,"(59.931897, 30.313643)","(59.797723, 30.241396)",18.17830379514625,cloudy,night,Friday,-0.0849140217413978,898.7758463640652,59.931896956154574,30.313642662843083,59.79772321983959,30.241395917679423
2024-11-06 05:43:16,"(59.927716, 30.359828)","(59.933836, 30.359710)",0.8365455189512474,sunny,night,Monday,-0.0649309079259481,327.7947777447364,59.92771647477891,30.359828378922955,59.933836303175454,30.35971039897064
2024-11-11 11:15:23,"(59.934340, 30.360975)","(60.009985, 30.384291)",9.52291400926963,rain,morning,Saturday,-0.2292000689998892,654.3323454421254,59.93433992764404,30.3609751029318,60.00998467660668,30.384290722932874
2024-11-05 04:03:04,"(59.980400, 30.316815)","(60.015488, 30.392009)",5.955643121334093,sunny,night,Sunday,-0.1390067326165053,514.7854946165232,59.98040044651757,30.316815494231875,60.01548768446256,30.39200919761718
2024-11-30 12:39:07,"(59.936983, 30.288608)","(59.943483, 30.317454)",2.158666926789253,snow,afternoon,Thursday,-0.1047859856431802,385.2539252759924,59.93698271341339,30.288608050282377,59.94348268358411,30.31745436902395
2024-11-08 10:25:26,"(59.798328, 30.280417)","(59.918078, 30.366487)",15.296146114966984,cloudy,morning,Wednesday,-0.0855649334430275,869.9452804760767,59.79832763325047,30.28041669611334,59.91807823325672,30.366486819119373
2024-11-20 23:54:45,"(59.937827, 30.322081)","(59.838463, 30.266606)",12.105057788430548,sunny,evening,Monday,-0.1527003364341213,773.3832229381551,59.9378272299005,30.32208143709414,59.83846316033768,30.266605530244448
2024-11-09 08:49:05,"(59.805049, 30.265784)","(59.846930, 30.281065)",5.488155698993905,rain,morning,Thursday,-0.0754751162106495,481.001632775143,59.80504913123592,30.26578393202848,59.8469299115411,30.281064840682923
2024-11-25 20:27:08,"(59.939151, 30.314675)","(59.926581, 30.363609)",3.18723297527176,cloudy,evening,Saturday,-0.1918633833980413,399.2201590034933,59.93915134679231,30.31467475622001,59.926580677401056,30.36360865769661
2024-11-27 20:08:58,"(60.002938, 30.378675)","(59.845772, 30.260894)",20.73321862166434,snow,evening,Monday,-0.3507358967520925,1117.4034631412865,60.00293786367045,30.37867526738106,59.84577191299058,30.260893975276115
2024-11-05 13:50:17,"(59.805396, 30.240005)","(59.840645, 30.257066)",4.583470545817344,cloudy,afternoon,Sunday,-0.1132776055666283,472.7136654666124,59.80539637837661,30.240004692187046,59.84064496507777,30.25706571763152
2024-11-08 17:10:53,"(59.936859, 30.314085)","(59.929034, 30.359758)",2.958096252637818,snow,afternoon,Wednesday,-0.1182253723961795,427.72665415745865,59.93685945494695,30.31408535499072,59.929033784271226,30.35975787954264
