column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,target
2,43.8170582119494,a1,b120,b120,32,q1,1,4,123,2,0,71.7837868183371,1,c1,0,a,0.762122692019428,365173.463656959
1,15.0651993779242,a3,b0,b0,77,q1,10000,6,184,18,0,51.6284536103333,1,c1,0,k,5.2728909967193,760753.908197044
1,9.32308306580765,a1,b0,b0,19.21148148,q1,17000,3,123,0,0,46.4380894576392,1,c0,0,b,0.572551401729825,401557.332679652
2,38.5198992060866,a1,b0,b0,6,q1,43400,6,211,8,2,88.7553963027039,1,c4,0,f,0.373516682885794,978239.606489908
2,17.9096121809599,a1,b0,b0,25,q2,20000,7,245,6,0,52.9157332566897,1,c4,0,k,3.02407828582811,1242002.92405467
2,10.7630308655539,a1,b1264,b2162,6,q2,1,3,235,11,2,46.4380894576392,1,c3,1,j,4.74749540986474,2021489.88857877
1,10.7630308655539,a3,b0,b0,33,q2,0,4,197,0,0,60.5583096525839,1,c0,0,b,1.82410719147467,1031857.56966923
1,10.7630308655539,a1,b0,b0,16,q1,25000,6,170,9,3,45.1297963611778,1,c4,0,e,6.64432890121341,536121.554020303
1,6.44714919221317,a3,b0,b0,0,q1,95000,8,170,33,2,66.8279233004922,1,c1,0,e,4.01058591188946,505768.270734891
2,35.842307596661,a1,b0,b0,11,q2,33500,5,241,36,1,63.0765004056888,1,c7,0,i,5.88447658173792,1382751.16230375
2,22.1337352817993,a1,b103,b103,34,q1,1,2,150,0,0,49.0416735308324,1,c3,0,j,4.80810821024575,886289.454907336
2,26.3052646195319,a3,b0,b0,0,q1,30000,4,150,6,3,86.3639075661322,1,c1,0,e,3.69548543731848,587948.363256229
2,2.24931562809585,a1,b0,b0,17,q1,6750,4,140,4,0,45.1297963611778,1,c4,0,c,1.32919196155489,341505.981318325
2,43.8170582119494,a1,b0,b0,59,q1,20000,4,105,8,4,74.2428802705391,1,c1,0,e,5.17389011571153,382935.976866508
2,51.6284536103333,a1,b0,b0,38,q1,9000,7,123,8,1,98.2213308503287,1,c1,0,a,6.38765880868681,285553.191240237
2,41.1778999978294,a1,b0,b0,27,q2,95569,8,190,34,2,68.071718974069,1,c3,0,d,6.64364753237952,670334.986832514
2,23.5300769028817,a3,b113,b113,27,q1,40000,5,175,3,2,54.1990368310519,1,c1,0,b,0.481311425366003,877869.051782133
1,24.9205711817533,a1,b15,b15,35,q1,10500,5,123,5,1,68.071718974069,1,c1,0,a,4.32420959282078,300747.563862369
1,9.32308306580765,a3,b0,b0,41,q1,7800,4,144,23,2,54.1990368310519,1,c1,0,d,1.46212058795091,626275.705895699
2,41.1778999978294,a1,b0,b0,14,q1,37500,5,141,31,1,68.071718974069,1,c3,0,d,6.8453089373748,402313.416912371
2,27.6842218819402,a1,b0,b0,67,q1,10000,5,170,15,1,92.3234890436144,1,c1,0,e,4.68005658441125,671031.65090176
1,19.3234625127531,a1,b37,b37,47,q1,78000,6,181,10,0,47.7420213356935,1,c3,1,j,6.01227940185873,552569.840809402
1,16.4901115455292,a1,b0,b0,46,q1,15000,6,116,19,2,52.9157332566897,1,c4,0,c,2.83771821270502,287406.211157665
2,33.1443515440171,a3,b79,b475,55,q2,0,7,177,8,1,68.071718974069,1,c4,0,k,3.95983030751802,609932.262720515
2,56.753995630812,a1,b0,b0,51,q2,31160,7,197,11,10,85.1642362479363,1,c1,0,a,1.69879103106106,687269.268015616
1,7.88327128357425,a1,b0,b0,51,q1,85000,6,131,10,0,42.4997888846442,1,c4,0,c,3.81270911806923,392727.684153669
2,19.3234625127531,a1,b0,b0,89,q2,33000,6,140,8,1,49.0416735308324,1,c1,0,e,5.51890077114162,570903.975052137
2,24.9205711817533,a1,b147,b147,46,q1,9946,5,117,7,0,87.5609496695638,1,c3,0,d,5.177864052718,493691.338874584
2,39.851300984057,a1,b0,b0,47,q2,75000,8,190,32,0,68.071718974069,1,c3,0,d,6.26020573579136,773729.792935623
1,30.4252462333566,a1,b55,b55,15,q2,159623,9,140,11,1,55.4784348152481,1,c1,0,e,5.48236302300331,504288.487208646
2,50.337125292176,a1,b0,b0,16.56527778,q2,1,4,173,34,1,81.5490970333725,1,c3,1,j,4.08660533757888,1451669.70880652
1,31.7874914314649,a1,b0,b0,73,q1,49198,6,209,8,0,79.1252010865025,1,c8,0,h,4.43784123601504,816269.615334728
1,24.9205711817533,a1,b0,b0,35,q1,10200,3,249,9,4,55.4784348152481,1,c1,0,e,6.73293999676061,1486353.60684994
2,24.9205711817533,a1,b0,b0,6,q2,38401,5,235,20,1,51.6284536103333,1,c3,1,j,4.54607950698165,1901946.91186733
2,24.9205711817533,a2,b38,b37,33,q2,26400,6,160,3,0,54.1990368310519,1,c1,0,c,4.86841016787176,572541.216226537
2,20.7315254450123,a1,b37,b37,30,q2,1,5,245,20,2,54.1990368310519,1,c4,0,f,2.01563100440906,1378775.07349996
1,15.0651993779242,a1,b0,b0,33.33163194,q1,1,3,123,0,0,46.4380894576392,1,c1,0,a,1.56779524035713,442644.493334883
2,38.5198992060866,a1,b0,b0,0,q1,30000,10,209.44,15,0,74.2428802705391,1,c8,0,h,4.76784661091148,671588.995849255
1,10.7630308655539,a3,b0,b0,34,q1,15000,5,140,12,1,49.0416735308324,1,c1,0,c,4.46138425696257,402602.113478291
2,47.7420213356935,a3,b718,b718,98,q2,0,4,340,13,0,82.7568668429828,1,c10,1,l,5.19115876265441,4389481.33093911
2,24.9205711817533,a1,b164,b164,60,q1,47000,7,140,9,0,68.071718974069,1,c4,0,c,6.20377836337402,272985.634150439
1,17.9096121809599,a1,b0,b0,16,q1,15000,5,122,8,1,71.7837868183371,1,c4,0,f,6.62895618129587,587913.65043973
2,20.7315254450123,a1,b0,b0,30,q1,20000,5,170,48,0,50.337125292176,1,c4,0,e,3.42848513090339,680591.794153742
1,12.2008971948739,a1,b0,b0,32.28542824,q1,62180,5,141,0,0,61.8191669390275,1,c3,0,d,3.28718363841445,626345.247044874
1,22.1337352817993,a1,b0,b0,24,q1,28000,6,209.44,19,0,55.4784348152481,1,c1,0,h,4.54505798673027,974398.084755022
2,39.851300984057,a3,b0,b0,0,q1,123000,7,197,42,7,70.5496016560626,1,c1,0,a,1.87319533787427,587510.985706957
2,29.0575203695418,a1,b0,b0,52,q1,0,3,86,2,0,59.2938695040295,1,c4,0,e,4.65553151857969,355132.820867112
1,7.88327128357425,a1,b0,b0,52,q1,60000,7,140,14,0,65.5808236534227,1,c4,0,c,6.60547519253989,275544.22888821
2,26.3052646195319,a1,b1716,b1716,81,q1,55000,6,209,12,1,80.338554502001,1,c8,0,h,6.48252453737639,918397.332434963
2,19.3234625127531,a1,b0,b0,11,q1,16000,7,107,17,0,81.5490970333725,1,c0,0,a,2.25772076062975,294541.890470409
2,23.5300769028817,a1,b0,b0,0,q1,11000,6,140,21,0,52.9157332566897,1,c4,0,c,7.65019798815373,420195.232904538
2,54.1990368310519,a1,b0,b0,0,q2,50300,5,248.83,74,1,88.7553963027039,1,c10,1,l,5.86333009797667,2919077.17432483
1,35.842307596661,a1,b0,b0,91,q1,16000,4,140,5,0,63.0765004056888,1,c4,0,c,2.10345958020239,402787.707002084
2,42.4997888846442,a1,b0,b0,11,q1,40000,7,140,11,2,69.312261840456,1,c4,0,c,5.04677048475769,263253.816666714
1,16.4901115455292,a3,b0,b0,29,q1,72900,6,209,27,1,46.4380894576392,1,c1,0,h,4.09795744631665,855642.427463091
2,39.851300984057,a1,b0,b0,27,q2,10000,3,249,5,0,85.1642362479363,1,c4,1,k,2.13550300326852,2375522.26288445
2,50.337125292176,a1,b0,b0,41.52430556,q1,0,4,175,11,1,80.338554502001,1,c0,0,b,3.15142740566071,1125251.55803655
1,12.2008971948739,a1,b0,b0,17,q1,20202,4,249,13,3,45.1297963611778,1,c1,0,d,7.42782321073271,1189425.12177928
1,26.3052646195319,a1,b0,b0,0,q2,14911,5,197,28,0,55.4784348152481,1,c0,0,a,7.01207810035207,980596.780543869
2,39.851300984057,a1,b0,b0,27,q1,5100,3,175,25,0,86.3639075661322,1,c0,0,a,7.04863898984178,1226586.42757696
2,15.0651993779242,a1,b35,b35,13,q1,60000,5,150,4,0,45.1297963611778,1,c4,0,k,5.90066106324162,608966.334023837
1,12.2008971948739,a1,b0,b0,29,q1,10,3,230,2,0,58.0257856992892,1,c4,0,f,6.13658670987203,1367469.01129525
2,31.7874914314649,a1,b0,b0,0,q1,0,6,163,5,1,71.7837868183371,1,c3,0,j,0.99079069931427,1099556.24334171
1,15.0651993779242,a4,b0,b0,9,q1,88000,6,170,31,2,55.4784348152481,1,c4,0,e,5.26514858420075,631561.410246018
1,7.88327128357425,a1,b0,b0,29,q1,57000,6,141,10,4,43.8170582119494,1,c3,0,d,0.446990880743396,449488.589270063
2,23.5300769028817,a1,b0,b0,0,q1,1,6,286,18,0,66.8279233004922,1,c7,0,i,3.06308250414027,1004303.39686713
2,20.7315254450123,a4,b60,b60,23,q2,99000,5,235,57,4,49.0416735308324,1,c1,1,j,4.78904305928498,1510759.61562372
2,24.9205711817533,a1,b14,b14,13,q1,63000,5,170,11,2,56.753995630812,1,c4,0,e,0.631676752608221,708937.411489255
2,26.3052646195319,a1,b215,b215,8,q1,27924,3,181,3,0,52.9157332566897,1,c3,0,j,2.92103139312768,678556.830648477
2,17.9096121809599,a1,b7,b7,9,q1,1,2,181,1,0,46.4380894576392,1,c3,1,j,4.70321551152035,1001571.59304456
2,37.1836001332977,a1,b17,b17,42.53596065,q1,1,2,150,13,0,63.0765004056888,1,c3,0,j,2.46534075408527,851919.591540319
2,2.24931562809585,a1,b0,b0,15,q1,15800,4,123,4,0,47.7420213356935,1,c0,0,b,4.66308475584753,350337.865105551
1,22.1337352817993,a1,b0,b0,25,q2,20000,4,224,12,0,61.8191669390275,1,c4,0,f,2.7089303802628,1278665.24339253
1,5.02065789022061,a1,b0,b0,32.34375,q1,3,3,123,2,0,71.7837868183371,1,c1,0,a,4.71776530371234,413521.553475515
2,17.9096121809599,a1,b0,b0,27,q1,38000,6,116,9,2,68.071718974069,1,c4,0,c,4.39768400018998,348810.690383218
2,51.6284536103333,a1,b0,b0,79,q1,20880,6,211,4,0,94.6898242061029,1,c4,0,f,2.88317703680046,1318078.28193082
2,19.3234625127531,a1,b0,b0,2,q1,21000,4,175,22,0,46.4380894576392,1,c1,0,a,3.12797429857154,864773.237183432
2,30.4252462333566,a1,b0,b0,3,q2,2,4,140,16,0,56.753995630812,1,c4,0,e,2.54654788452207,765954.754994125
2,16.4901115455292,a1,b17,b17,0,q1,16000,4,286,21,2,63.0765004056888,1,c7,0,i,3.75033860723802,1611822.14217823
1,10.7630308655539,a1,b0,b0,0,q2,0,7,140,12,0,61.8191669390275,1,c4,0,e,3.90031802197899,556091.210550187
2,24.9205711817533,a1,b0,b0,0,q1,15000,4,175,13,3,52.9157332566897,1,c0,0,b,7.35079564802303,1001508.22878354
2,10.7630308655539,a1,b321,b321,1.288194444,q1,23500,4,123,1,1,39.851300984057,1,c0,0,a,6.62900749920033,335963.437719116
2,20.7315254450123,a1,b0,b0,2,q1,35000,3,123,3,1,49.0416735308324,1,c1,0,b,7.28393836616444,375941.801758196
2,6.44714919221317,a1,b0,b0,52,q1,0,5,140,23,1,64.3303674038926,1,c4,0,c,2.78801028306384,491846.259348901
2,19.3234625127531,a1,b18,b18,0,q1,0,5,224,6,0,49.0416735308324,1,c4,0,f,2.95879882713541,1071334.74301562
1,35.842307596661,a1,b0,b0,13,q1,2000,4,181,21,3,60.5583096525839,1,c3,1,j,4.45598581023457,597295.003321155
2,31.7874914314649,a1,b137,b137,34,q2,15000,4,190,1,1,63.0765004056888,1,c3,0,d,1.80270537163269,1099556.24334171
1,16.4901115455292,a1,b37,b37,189,q1,100,9,141,16,0,52.9157332566897,1,c1,0,d,7.10272929343778,378906.242623405
2,6.44714919221317,a1,b0,b0,159,q2,40955,6,140,4,1,49.0416735308324,1,c4,0,e,2.41146728994083,686383.951227085
2,66.8279233004922,a3,b0,b51,23,q1,8500,5,107,7,2,92.3234890436144,1,c1,0,a,5.75016861077381,237186.758750338
2,34.4959241463777,a1,b0,b0,5,q2,37000,5,197,4,0,80.338554502001,1,c0,0,b,6.56404416972484,708051.371473707
2,50.337125292176,a1,b0,b0,15,q1,42000,6,286,21,0,75.4678789931438,1,c7,0,i,3.06834669270623,1249926.57298368
2,22.1337352817993,a1,b67,b67,5,q1,5,3,150,4,1,51.6284536103333,1,c4,0,e,2.58101182369613,645755.080114898
1,20.7315254450123,a1,b0,b0,16,q1,6000,7,184,11,2,59.2938695040295,1,c4,0,k,2.33047143044321,791427.027108388
2,37.1836001332977,a1,b0,b0,0,q1,2,6,181,47,9,80.338554502001,1,c3,0,j,6.80161091532781,574247.963052719
1,12.2008971948739,a1,b0,b0,54,q1,25000,6,241,10,0,50.337125292176,1,c1,0,i,1.11477868861367,1248666.06485987
2,7.88327128357425,a3,b0,b0,52,q1,44100,5,123,6,1,46.4380894576392,1,c1,0,a,2.271423252173,372929.95544203
2,24.9205711817533,a1,b162,b162,51,q1,29588,5,150,9,0,87.5609496695638,1,c1,0,e,4.94885166488834,593753.101484819
1,30.4252462333566,a1,b0,b0,0,q1,15000,3,340,12,0,74.2428802705391,1,c10,1,l,4.04169778423765,4595280.35374353
1,12.2008971948739,a1,b0,b0,13,q2,50000,6,173,7,0,58.0257856992892,1,c1,0,j,7.1949754672377,1099556.24334171
2,39.851300984057,a1,b359,b359,36.58045139,q1,5,3,181,5,0,73.0148644148498,1,c3,0,j,2.21539245599091,1029039.27274685
1,12.2008971948739,a3,b0,b0,11,q1,16600,5,163,42,6,54.1990368310519,1,c3,0,j,5.10321553567208,1198478.65780842
2,27.6842218819402,a3,b0,b0,11,q1,10000,4,163.2,15,1,61.8191669390275,1,c3,1,j,2.08481884748855,1225366.8883197
1,15.0651993779242,a5,b0,b0,0,q1,35000,5,123,9,7,49.0416735308324,1,c1,0,a,3.5376562207871,309277.318732881
1,12.2008971948739,a1,b0,b0,0,q2,2,6,170,26,1,64.3303674038926,1,c4,0,f,2.15392247103451,888394.885141676
1,24.9205711817533,a1,b0,b0,0,q1,1,3,224,17,3,52.9157332566897,1,c4,0,f,6.58479327001635,1351454.76288239
1,10.7630308655539,a3,b0,b0,6,q1,18100,5,117,6,1,54.1990368310519,1,c3,0,d,6.37268165478699,569044.884762827
2,10.7630308655539,a1,b83,b83,6,q1,1,2,181,2,0,63.0765004056888,1,c3,1,j,2.52607899374475,959352.455730728
2,16.4901115455292,a1,b0,b0,7,q2,28000,6,190,34,2,47.7420213356935,1,c3,0,d,3.59459736758444,840781.689471578
1,13.6352610861514,a1,b966,b0,35,q1,22690,4,116,15,1,46.4380894576392,1,c4,0,c,5.80209211743025,466006.951508952
2,34.4959241463777,a1,b0,b0,56.48611111,q1,1,3,306,68,0,69.312261840456,1,c4,0,k,1.09498355156248,2658705.93528093
1,22.1337352817993,a1,b0,b0,35,q2,24000,6,170,7,0,64.3303674038926,1,c4,0,e,3.82385536579964,528026.97141266
2,30.4252462333566,a1,b0,b0,91,q2,22000,6,185,30,0,63.0765004056888,1,c8,0,h,1.88375724028234,862893.012117033
2,19.3234625127531,a1,b79,b79,25,q1,38200,7,211,10,1,49.0416735308324,1,c1,0,f,7.27217645668922,1020374.28329787
1,0,a1,b0,b0,36,q1,9874,3,123,3,0,38.5198992060866,1,c0,0,a,2.45281181349075,419637.839011008
2,17.9096121809599,a1,b0,b0,66,q1,25000,7,209,33,1,60.5583096525839,1,c1,0,h,2.84287662190353,682780.255323976
1,34.4959241463777,a1,b0,b0,2,q1,105000,7,282,15,3,74.2428802705391,1,c3,0,j,7.35693620340107,1241719.70825022
1,23.5300769028817,a1,b0,b0,50,q1,1,5,181,36,3,70.5496016560626,1,c3,0,j,6.85400858336164,560098.521301546
1,31.7874914314649,a1,b0,b0,46,q1,51000,6,140,7,2,64.3303674038926,1,c4,0,c,6.41400558034325,345133.86673117
1,10.7630308655539,a1,b0,b0,39,q1,1,3,230,1,0,42.4997888846442,1,c4,0,f,6.58183920582946,1631822.51578884
2,54.1990368310519,a1,b10,b10,56,q2,45500,7,174,9,1,91.1366341827467,1,c0,0,a,0.771242788525619,520835.292067471
1,6.44714919221317,a2,b0,b0,38,q1,28500,7,150,11,3,68.071718974069,1,c4,0,k,5.32026783488197,590614.468306468
1,24.9205711817533,a1,b0,b0,68,q1,100000,4,105,31,0,63.0765004056888,1,c4,0,e,3.87665896469925,373746.315514096
2,60.5583096525839,a1,b0,b0,54,q1,25000,6,123,25,2,87.5609496695638,1,c0,1,a,3.10856248322436,232801.922273474
2,34.4959241463777,a1,b0,b0,4,q1,15000,5,140,10,4,71.7837868183371,1,c4,0,c,3.73379289844955,480517.202308168
2,27.6842218819402,a1,b0,b0,0,q1,0,5,245,16,2,56.753995630812,1,c4,0,e,6.72496977727773,1462335.00512802
2,23.5300769028817,a2,b0,b0,41,q2,10500,4,204,3,0,60.5583096525839,1,c4,0,e,1.89565430940619,1828191.39693034
1,13.6352610861514,a1,b0,b0,26,q2,15000,8,245,19,4,51.6284536103333,1,c4,0,k,6.85023746304724,1096450.9370132
2,24.9205711817533,a1,b251,b251,5,q1,75000,5,249,16,0,52.9157332566897,1,c4,0,e,4.03515436596208,1246038.93357819
2,17.9096121809599,a1,b0,b0,46,q1,15500,4,107,6,0,85.1642362479363,1,c1,0,b,0.827221587970244,343593.603615341
2,27.6842218819402,a1,b0,b0,18,q2,30000,5,170,15,2,85.1642362479363,1,c1,0,e,0.502886757321002,549963.852331979
2,6.44714919221317,a1,b0,b0,26.51119213,q1,5,2,110,5,0,45.1297963611778,1,c4,0,e,3.73865192836576,430100.794075611
2,34.4959241463777,a1,b0,b0,11,q2,36000,6,184,21,1,64.3303674038926,1,c4,0,k,2.96020122502424,671588.995849255
1,20.7315254450123,a1,b0,b0,22,q1,24000,7,140,9,0,52.9157332566897,1,c1,0,c,6.27212719691817,253904.947370791
1,16.4901115455292,a1,b267,b267,6,q2,13500,10,235,74,2,59.2938695040295,1,c3,0,j,1.91853327761571,1554225.01994829
2,29.0575203695418,a1,b0,b0,3,q1,5000,5,211,53,3,68.071718974069,1,c4,0,f,2.78431667912415,1418620.44369596
2,12.2008971948739,a1,b0,b0,28,q1,33000,3,170,17,0,41.1778999978294,1,c4,0,e,1.04252844832708,733849.009178643
2,27.6842218819402,a1,b3,b3,5,q1,23559,4,123,3,2,85.1642362479363,1,c0,0,a,4.60210484601129,300263.262942192
2,3.61439547602665,a1,b0,b0,14,q1,15400,4,123,10,2,43.8170582119494,1,c0,0,a,4.61994371052178,399289.304800848
2,23.5300769028817,a1,b0,b0,0,q1,1,5,225,17,0,61.8191669390275,1,c4,0,f,6.11276551493009,1111979.76829773
1,15.0651993779242,a1,b1,b1,31,q1,39600,4,175,11,0,55.4784348152481,1,c0,0,b,0.538554647102331,713123.820423923
2,52.9157332566897,a1,b0,b0,44,q1,22000,5,123,6,3,80.338554502001,1,c1,0,a,5.16990084074938,259142.209719042
2,17.9096121809599,a1,b0,b0,0,q1,30300,4,249,36,0,63.0765004056888,1,c4,0,k,0.558336146095674,2456654.64657708
2,33.1443515440171,a1,b15,b15,2,q1,60000,8,170,13,2,76.6899040168582,1,c4,0,e,5.82873244362859,504454.438562386
2,26.3052646195319,a1,b0,b0,20,q1,60000,6,271,7,2,68.071718974069,1,c4,0,f,2.87418066563795,958649.211279661
2,19.3234625127531,a3,b0,b0,47,q1,10000,5,140,8,1,49.0416735308324,1,c4,0,c,1.82418064776819,400595.097792428
2,31.7874914314649,a1,b0,b0,0,q2,25000,6,173,31,4,60.5583096525839,1,c3,0,j,7.30129287013157,1134859.86541656
1,0.975189413905455,a1,b0,b0,25,q1,16000,6,116,11,0,55.4784348152481,1,c4,0,c,2.82125618827556,341588.11095083
1,24.9205711817533,a2,b0,b0,31,q1,4500,5,449,34,2,60.5583096525839,1,c1,0,k,2.68107191707185,2315944.16003438
1,12.2008971948739,a1,b7,b7,33,q1,41000,7,141,20,2,73.0148644148498,1,c3,0,d,3.81259137175811,388242.702925405
1,17.9096121809599,a1,b0,b0,63,q2,1,5,245,14,0,92.3234890436144,1,c4,0,k,6.23623715345805,1828757.18155228
2,10.7630308655539,a1,b0,b0,47,q1,53000,6,309,11,5,45.1297963611778,1,c1,1,j,1.43262307211241,1538885.61910452
2,13.6352610861514,a2,b4,b0,40,q1,76001,8,197,5,2,82.7568668429828,1,c1,0,a,-0.0422325870785261,522420.145625048
1,7.88327128357425,a1,b0,b0,6,q1,25000,6,200,7,0,39.851300984057,1,c4,1,e,1.4969102125881,690315.823148631
2,24.9205711817533,a1,b156,b2162,3.304166667,q1,1,2,181,9,1,64.3303674038926,1,c3,0,j,3.67186716166855,970606.20379411
1,23.5300769028817,a1,b0,b0,0,q1,60000,6,125,30,4,59.2938695040295,1,c1,0,f,7.79558195365946,467531.977386108
1,10.7630308655539,a3,b89,b89,50,q1,0,6,149.6,10,9,42.4997888846442,1,c10,0,l,0.940993909874664,1147237.13570677
2,23.5300769028817,a1,b3,b3,48,q1,35000,6,211,36,3,65.5808236534227,1,c1,0,f,6.71958321254165,997065.953138949
2,41.1778999978294,a1,b0,b0,6,q1,35000,6,141,18,3,85.1642362479363,1,c1,0,d,0.994695585494311,401649.435485669
1,26.3052646195319,a1,b0,b0,2,q1,61000,7,211,42,3,65.5808236534227,1,c4,0,f,6.61451064010811,1087171.68605905
2,43.8170582119494,a1,b410,b410,0,q1,70000,7,173,10,0,86.3639075661322,1,c0,0,a,5.54157327808097,600566.544442507
2,75.4678789931438,a1,b0,b0,38,q1,1000,4,107,8,0,102.897580068623,1,c0,0,a,3.71110042862134,356194.79209059
1,9.32308306580765,a1,b32,b32,63,q1,17000,3,105,9,0,60.5583096525839,1,c4,0,e,1.38058063216062,454528.645277108
1,10.7630308655539,a1,b15,b15,422,q1,17000,3,249,8,0,52.9157332566897,1,c4,0,e,0.613485909223401,1909845.03053077
2,22.1337352817993,a1,b0,b0,3,q1,1,6,209,31,3,87.5609496695638,1,c8,0,h,4.15215625841854,995460.948103203
2,13.6352610861514,a1,b0,b0,13,q1,3000,4,123,11,2,46.4380894576392,1,c0,0,b,5.51665696362569,344189.150539897
1,6.44714919221317,a1,b14,b14,18,q2,70446,4,197,2,1,74.2428802705391,1,c1,0,b,4.9052854764912,595072.568796686
2,22.1337352817993,a1,b0,b0,6,q2,43000,5,245,20,0,54.1990368310519,1,c4,0,k,5.60490300691772,1290478.75826712
1,12.2008971948739,a3,b39,b39,44,q1,34000,5,116,12,2,47.7420213356935,1,c4,0,c,7.22982585643196,345469.325802358
1,20.7315254450123,a3,b0,b0,20,q1,35000,6,271,33,0,56.753995630812,1,c4,0,f,7.08912480455555,1234852.24579573
1,45.1297963611778,a1,b0,b0,0,q1,35000,6,105,13,2,71.7837868183371,1,c4,0,e,1.76788683484542,271590.92078767
2,20.7315254450123,a1,b0,b0,2,q1,37000,6,179,27,2,47.7420213356935,1,c4,0,c,5.74163148617697,393950.470705328
2,13.6352610861514,a1,b0,b0,4,q2,1,1,150,28,0,45.1297963611778,1,c4,0,e,0.714576923103617,530761.733125056
2,55.4784348152481,a1,b0,b0,0,q2,101500,6,197,21,2,82.7568668429828,1,c0,0,b,2.55625049660263,587878.937677115
2,17.9096121809599,a1,b0,b0,0,q1,60000,6,209,5,0,65.5808236534227,1,c8,0,h,2.97931754385498,974053.35225021
